Energy_keV,Angle_deg
915.877,0.084669
430.703,0.089036
451.468,0.0331898
0.0569437,30.9166
0.0392227,15.0333
0.0490777,54.4568
0.294293,2.841
1.15771,26.2154
0.142567,120.254
2.91213,0
331.099,1.53812
477.518,0.0678092
522.08,0.0567501
453.991,0.0445538
138.207,0.0264195
521.235,0.131281
17.8082,0.0149952
229.368,0.0282531
584.584,0.0501461
371.684,0.0909973
400.149,0.0738174
769.594,0.0210937
729.46,0.0502469
134.426,0.0133901
454.247,0.08937
10.1992,0.00363722
669.629,0.0255221
768.761,0.103233
1.302,0
46.5531,0
329.277,0.0379407
576.692,0.0558999
266.592,0.0387256
542.507,0.0439603
417.094,0.0200775
326.733,0.171004
533.374,0.0404661
688.193,0.110469
560.137,0.0402615
175.017,0.0347461
211.926,0.0320121
309.51,0.0217749
285.169,0.0475911
109.195,37.1824
131.824,35.8923
50.462,28.9485
47.223,28.4013
25.6729,26.9787
659.379,0.12687
876.754,0.0775039
26.5411,0.0100022
686.712,0.0812772
335.428,0.0378708
471.051,0.0098561
546.627,0.0868346
356.574,0.0952389
20.2184,0.0512826
1076.76,0.0692278
94.2289,3.78254
169.396,17.6312
700.488,45.5779
10.371,0
30.5562,0
737.852,0.0570033
180.868,0.0159946
539.639,0.0622085
754.403,0.112876
761.616,0.0586953
220.715,0.0207428
607.153,0.0301695
151.108,49.7358
229.211,6.6834
123.472,27.6319
63.0454,16.106
70.0585,4.50473
10.0611,7.22845
848.641,0.130098
198.923,0.0726092
862.958,0.0434542
37.3179,0.027445
317.22,0.0442417
350.451,0.0328506
924.781,0.0746411
240.576,0.069976
539.967,0.0464507
208.832,0.00925824
524.124,0.057309
878.905,0.053572
93.3947,0.0172091
612.335,0.03484
624.147,0.0337769
92.6425,0.0489559
800.338,0.0398874
901.256,0.0967482
883.068,0.0455324
729.111,0.0701778
682.615,0.0288348
248.285,0.0447122
526.476,0.0660712
33.0184,0.00629348
1073.61,0.107411
671.881,0.0860705
956.962,0.0346912
113.864,0.0389074
643.478,0.0548305
631.131,0.0428216
54.9876,0.0141012
745.178,0.0830036
868.264,0.0888586
72.5744,0.0369504
608.864,0.085941
308.99,0.586617
40.2831,23.6898
102.974,5.61907
95.051,34.9533
114.347,70.5122
327.683,38.1395
257.555,10.9987
584.799,0
230.085,0.0217765
995.397,0.0659914
971.217,0.0397481
96.1742,0.0292062
195.098,0.0616008
999.314,0.0485819
13.447,0.00422852
668.089,0.0621241
717.91,0.0776623
303.23,0.0312492
552.673,0.0568741
608.783,0.0589231
245.333,0.0209932
824.234,0.0327348
220.395,0.0363885
880.903,0.0561883
183.054,0.0230208
466.636,0.0292958
740.635,0.0640097
358.52,0.0359115
361.759,0.0515832
436.921,0.0486471
238.882,0.0521028
974.808,0.0987538
95.4619,0.0121969
614.05,0.026932
773.355,0.0414985
447.264,0.0118352
129.988,0.0330516
75.4214,0.0254297
